project_id,usage_start_time,service,sku,region,cost,credits,instance
proj-14,2025-03-08,Dataflow,sku-DAT-182,us-central1,54.65,0.0,vm-dev-1
proj-15,2025-03-08,Cloud Run,sku-CLO-195,europe-west1,7.69,0.0,vm-batch-1
proj-16,2025-03-08,Compute Engine,sku-COM-208,us-central1,16.73,0.0,vm-analytics-1
proj-17,2025-03-08,Cloud Storage,sku-CLO-221,asia-south1,4.27,0.0,vm-prod-1
proj-18,2025-03-08,BigQuery,sku-BIG-234,europe-west1,49.72,0.0,vm-dev-1
proj-19,2025-03-08,Dataflow,sku-DAT-247,asia-south1,54.36,0.0,vm-batch-1
proj-20,2025-03-08,Cloud Run,sku-CLO-260,europe-west1,9.97,0.0,vm-analytics-1
proj-21,2025-03-08,Compute Engine,sku-COM-273,asia-south1,17.06,0.0,vm-prod-1
proj-22,2025-03-08,Cloud Storage,sku-CLO-286,asia-south1,4.41,0.0,vm-dev-1
proj-23,2025-03-08,BigQuery,sku-BIG-299,europe-west1,52.73,0.0,vm-batch-1
proj-24,2025-03-08,Dataflow,sku-DAT-312,europe-west1,53.18,0.0,vm-analytics-1
proj-25,2025-03-08,Cloud Run,sku-CLO-325,asia-south1,8.26,0.0,vm-prod-1
proj-26,2025-03-08,Compute Engine,sku-COM-338,us-central1,17.67,0.0,vm-dev-1
proj-27,2025-03-08,Cloud Storage,sku-CLO-351,asia-south1,4.02,0.0,vm-batch-1
proj-28,2025-03-08,BigQuery,sku-BIG-364,europe-west1,52.05,0.0,vm-analytics-1
proj-29,2025-03-08,Dataflow,sku-DAT-377,europe-west1,56.31,0.0,vm-prod-1
proj-30,2025-03-08,Cloud Run,sku-CLO-390,us-central1,8.74,0.0,vm-dev-1
proj-1,2025-03-09,Compute Engine,sku-COM-13,europe-west1,16.47,0.0,vm-prod-1
proj-2,2025-03-09,Cloud Storage,sku-CLO-26,asia-south1,4.29,0.0,vm-dev-1
proj-3,2025-03-09,BigQuery,sku-BIG-39,asia-south1,55.8,0.0,vm-batch-1
proj-4,2025-03-09,Dataflow,sku-DAT-52,europe-west1,56.28,0.0,vm-analytics-1
proj-5,2025-03-09,Cloud Run,sku-CLO-65,europe-west1,9.83,0.0,vm-prod-1
proj-6,2025-03-09,Compute Engine,sku-COM-78,europe-west1,17.95,0.0,vm-dev-1
proj-7,2025-03-09,Cloud Storage,sku-CLO-91,europe-west1,4.46,0.0,vm-batch-1
proj-8,2025-03-09,BigQuery,sku-BIG-104,europe-west1,46.31,0.0,vm-analytics-1
proj-9,2025-03-09,Dataflow,sku-DAT-117,asia-south1,53.65,0.0,vm-prod-1
proj-10,2025-03-09,Cloud Run,sku-CLO-130,europe-west1,8.47,0.0,vm-dev-1
proj-11,2025-03-09,Compute Engine,sku-COM-143,asia-south1,17.75,0.0,vm-batch-1
proj-12,2025-03-09,Cloud Storage,sku-CLO-156,europe-west1,3.97,0.0,vm-analytics-1
proj-13,2025-03-09,BigQuery,sku-BIG-169,us-central1,54.22,0.0,vm-prod-1
proj-14,2025-03-09,Dataflow,sku-DAT-182,europe-west1,54.77,0.0,vm-dev-1
proj-15,2025-03-09,Cloud Run,sku-CLO-195,us-central1,9.31,0.0,vm-batch-1
proj-16,2025-03-09,Compute Engine,sku-COM-208,us-central1,18.18,0.0,vm-analytics-1
proj-17,2025-03-09,Cloud Storage,sku-CLO-221,europe-west1,4.47,0.0,vm-prod-1
proj-18,2025-03-09,BigQuery,sku-BIG-234,us-central1,49.44,0.0,vm-dev-1
proj-19,2025-03-09,Dataflow,sku-DAT-247,us-central1,54.72,0.0,vm-batch-1
proj-20,2025-03-09,Cloud Run,sku-CLO-260,us-central1,8.15,0.0,vm-analytics-1
proj-21,2025-03-09,Compute Engine,sku-COM-273,europe-west1,18.01,0.0,vm-prod-1
proj-22,2025-03-09,Cloud Storage,sku-CLO-286,asia-south1,4.14,0.0,vm-dev-1
proj-23,2025-03-09,BigQuery,sku-BIG-299,europe-west1,52.39,0.0,vm-batch-1
proj-24,2025-03-09,Dataflow,sku-DAT-312,us-central1,54.87,0.0,vm-analytics-1
proj-25,2025-03-09,Cloud Run,sku-CLO-325,us-central1,9.64,0.0,vm-prod-1
proj-26,2025-03-09,Compute Engine,sku-COM-338,europe-west1,17.0,0.0,vm-dev-1
proj-27,2025-03-09,Cloud Storage,sku-CLO-351,asia-south1,4.49,0.0,vm-batch-1
proj-28,2025-03-09,BigQuery,sku-BIG-364,us-central1,53.1,0.0,vm-analytics-1
proj-29,2025-03-09,Dataflow,sku-DAT-377,europe-west1,55.3,0.0,vm-prod-1
proj-30,2025-03-09,Cloud Run,sku-CLO-390,asia-south1,8.9,0.0,vm-dev-1
proj-1,2025-03-10,Compute Engine,sku-COM-13,us-central1,20.17,0.0,vm-prod-1
proj-2,2025-03-10,Cloud Storage,sku-CLO-26,europe-west1,5.01,0.0,vm-dev-1
proj-3,2025-03-10,BigQuery,sku-BIG-39,us-central1,58.33,0.0,vm-batch-1
proj-4,2025-03-10,Dataflow,sku-DAT-52,us-central1,62.54,0.0,vm-analytics-1
proj-5,2025-03-10,Cloud Run,sku-CLO-65,asia-south1,9.84,0.0,vm-prod-1
proj-6,2025-03-10,Compute Engine,sku-COM-78,us-central1,19.75,0.0,vm-dev-1
proj-7,2025-03-10,Cloud Storage,sku-CLO-91,europe-west1,5.2,0.0,vm-batch-1
proj-8,2025-03-10,BigQuery,sku-BIG-104,europe-west1,59.32,0.0,vm-analytics-1
proj-9,2025-03-10,Dataflow,sku-DAT-117,us-central1,61.99,0.0,vm-prod-1
proj-10,2025-03-10,Cloud Run,sku-CLO-130,europe-west1,9.72,0.0,vm-dev-1
proj-11,2025-03-10,Compute Engine,sku-COM-143,europe-west1,20.15,0.0,vm-batch-1
proj-12,2025-03-10,Cloud Storage,sku-CLO-156,asia-south1,5.05,0.0,vm-analytics-1
proj-13,2025-03-10,BigQuery,sku-BIG-169,europe-west1,59.23,0.0,vm-prod-1
proj-14,2025-03-10,Dataflow,sku-DAT-182,europe-west1,63.3,0.0,vm-dev-1
proj-15,2025-03-10,Cloud Run,sku-CLO-195,europe-west1,11.29,0.0,vm-batch-1
proj-16,2025-03-10,Compute Engine,sku-COM-208,us-central1,20.55,0.0,vm-analytics-1
proj-17,2025-03-10,Cloud Storage,sku-CLO-221,europe-west1,5.04,0.0,vm-prod-1
proj-18,2025-03-10,BigQuery,sku-BIG-234,asia-south1,61.46,0.0,vm-dev-1
proj-19,2025-03-10,Dataflow,sku-DAT-247,europe-west1,66.01,0.0,vm-batch-1
proj-20,2025-03-10,Cloud Run,sku-CLO-260,europe-west1,11.03,0.0,vm-analytics-1
proj-21,2025-03-10,Compute Engine,sku-COM-273,asia-south1,19.67,0.0,vm-prod-1
proj-22,2025-03-10,Cloud Storage,sku-CLO-286,asia-south1,4.88,0.0,vm-dev-1
proj-23,2025-03-10,BigQuery,sku-BIG-299,asia-south1,63.45,0.0,vm-batch-1
proj-24,2025-03-10,Dataflow,sku-DAT-312,us-central1,62.22,0.0,vm-analytics-1
proj-25,2025-03-10,Cloud Run,sku-CLO-325,us-central1,9.24,0.0,vm-prod-1
proj-26,2025-03-10,Compute Engine,sku-COM-338,us-central1,20.19,0.0,vm-dev-1
proj-27,2025-03-10,Cloud Storage,sku-CLO-351,europe-west1,4.89,0.0,vm-batch-1
proj-28,2025-03-10,BigQuery,sku-BIG-364,asia-south1,61.01,0.0,vm-analytics-1
proj-29,2025-03-10,Dataflow,sku-DAT-377,us-central1,63.82,0.0,vm-prod-1
proj-30,2025-03-10,Cloud Run,sku-CLO-390,asia-south1,9.13,0.0,vm-dev-1
proj-1,2025-03-11,Compute Engine,sku-COM-13,europe-west1,19.53,0.0,vm-prod-1
proj-2,2025-03-11,Cloud Storage,sku-CLO-26,europe-west1,5.0,0.0,vm-dev-1
proj-3,2025-03-11,BigQuery,sku-BIG-39,asia-south1,61.1,0.0,vm-batch-1
proj-4,2025-03-11,Dataflow,sku-DAT-52,us-central1,61.36,0.0,vm-analytics-1
proj-5,2025-03-11,Cloud Run,sku-CLO-65,us-central1,9.47,0.0,vm-prod-1
proj-6,2025-03-11,Compute Engine,sku-COM-78,asia-south1,21.21,0.0,vm-dev-1
proj-7,2025-03-11,Cloud Storage,sku-CLO-91,europe-west1,5.15,0.0,vm-batch-1
proj-8,2025-03-11,BigQuery,sku-BIG-104,europe-west1,57.4,0.0,vm-analytics-1
proj-9,2025-03-11,Dataflow,sku-DAT-117,asia-south1,62.79,0.0,vm-prod-1
proj-10,2025-03-11,Cloud Run,sku-CLO-130,europe-west1,11.05,0.0,vm-dev-1
proj-11,2025-03-11,Compute Engine,sku-COM-143,europe-west1,19.82,0.0,vm-batch-1
proj-12,2025-03-11,Cloud Storage,sku-CLO-156,us-central1,4.78,0.0,vm-analytics-1
proj-13,2025-03-11,BigQuery,sku-BIG-169,europe-west1,55.88,0.0,vm-prod-1
proj-14,2025-03-11,Dataflow,sku-DAT-182,europe-west1,62.14,0.0,vm-dev-1
proj-15,2025-03-11,Cloud Run,sku-CLO-195,europe-west1,9.98,0.0,vm-batch-1
proj-16,2025-03-11,Compute Engine,sku-COM-208,europe-west1,19.05,0.0,vm-analytics-1
proj-17,2025-03-11,Cloud Storage,sku-CLO-221,us-central1,4.84,0.0,vm-prod-1
proj-18,2025-03-11,BigQuery,sku-BIG-234,us-central1,62.81,0.0,vm-dev-1
proj-19,2025-03-11,Dataflow,sku-DAT-247,europe-west1,62.83,0.0,vm-batch-1
proj-20,2025-03-11,Cloud Run,sku-CLO-260,us-central1,10.46,0.0,vm-analytics-1
proj-21,2025-03-11,Compute Engine,sku-COM-273,asia-south1,20.16,0.0,vm-prod-1
proj-22,2025-03-11,Cloud Storage,sku-CLO-286,europe-west1,4.79,0.0,vm-dev-1
proj-23,2025-03-11,BigQuery,sku-BIG-299,europe-west1,60.37,0.0,vm-batch-1
proj-24,2025-03-11,Dataflow,sku-DAT-312,asia-south1,62.99,0.0,vm-analytics-1
proj-25,2025-03-11,Cloud Run,sku-CLO-325,europe-west1,9.74,0.0,vm-prod-1
proj-26,2025-03-11,Compute Engine,sku-COM-338,us-central1,19.61,0.0,vm-dev-1
proj-27,2025-03-11,Cloud Storage,sku-CLO-351,us-central1,4.92,0.0,vm-batch-1
proj-28,2025-03-11,BigQuery,sku-BIG-364,us-central1,59.16,0.0,vm-analytics-1
proj-29,2025-03-11,Dataflow,sku-DAT-377,asia-south1,63.39,0.0,vm-prod-1
proj-30,2025-03-11,Cloud Run,sku-CLO-390,europe-west1,10.34,0.0,vm-dev-1
proj-1,2025-03-12,Compute Engine,sku-COM-13,asia-south1,19.85,0.0,vm-prod-1
proj-2,2025-03-12,Cloud Storage,sku-CLO-26,europe-west1,5.11,0.0,vm-dev-1
proj-3,2025-03-12,BigQuery,sku-BIG-39,asia-south1,60.63,0.0,vm-batch-1
proj-4,2025-03-12,Dataflow,sku-DAT-52,asia-south1,63.14,0.0,vm-analytics-1
proj-5,2025-03-12,Cloud Run,sku-CLO-65,asia-south1,11.05,0.0,vm-prod-1
proj-6,2025-03-12,Compute Engine,sku-COM-78,europe-west1,20.47,0.0,vm-dev-1
proj-7,2025-03-12,Cloud Storage,sku-CLO-91,europe-west1,4.92,0.0,vm-batch-1
proj-8,2025-03-12,BigQuery,sku-BIG-104,europe-west1,58.34,0.0,vm-analytics-1
proj-9,2025-03-12,Dataflow,sku-DAT-117,us-central1,63.94,0.0,vm-prod-1
proj-10,2025-03-12,Cloud Run,sku-CLO-130,us-central1,10.75,0.0,vm-dev-1
proj-11,2025-03-12,Compute Engine,sku-COM-143,us-central1,19.63,0.0,vm-batch-1
proj-12,2025-03-12,Cloud Storage,sku-CLO-156,asia-south1,5.29,0.0,vm-analytics-1
proj-13,2025-03-12,BigQuery,sku-BIG-169,us-central1,58.92,0.0,vm-prod-1
proj-14,2025-03-12,Dataflow,sku-DAT-182,asia-south1,63.15,0.0,vm-dev-1
proj-15,2025-03-12,Cloud Run,sku-CLO-195,us-central1,10.85,0.0,vm-batch-1
proj-16,2025-03-12,Compute Engine,sku-COM-208,asia-south1,19.21,0.0,vm-analytics-1
proj-17,2025-03-12,Cloud Storage,sku-CLO-221,europe-west1,4.84,0.0,vm-prod-1
proj-18,2025-03-12,BigQuery,sku-BIG-234,asia-south1,61.57,0.0,vm-dev-1
proj-19,2025-03-12,Dataflow,sku-DAT-247,us-central1,408.01,0.0,vm-batch-1
proj-20,2025-03-12,Cloud Run,sku-CLO-260,us-central1,9.66,0.0,vm-analytics-1
proj-21,2025-03-12,Compute Engine,sku-COM-273,europe-west1,20.95,0.0,vm-prod-1
proj-22,2025-03-12,Cloud Storage,sku-CLO-286,europe-west1,5.04,0.0,vm-dev-1
proj-23,2025-03-12,BigQuery,sku-BIG-299,us-central1,59.65,0.0,vm-batch-1
proj-24,2025-03-12,Dataflow,sku-DAT-312,us-central1,64.05,0.0,vm-analytics-1
proj-25,2025-03-12,Cloud Run,sku-CLO-325,us-central1,10.52,0.0,vm-prod-1
proj-26,2025-03-12,Compute Engine,sku-COM-338,us-central1,19.43,24.41,vm-dev-1
proj-27,2025-03-12,Cloud Storage,sku-CLO-351,us-central1,5.12,0.0,vm-batch-1
proj-28,2025-03-12,BigQuery,sku-BIG-364,us-central1,61.15,0.0,vm-analytics-1
proj-29,2025-03-12,Dataflow,sku-DAT-377,us-central1,64.7,0.0,vm-prod-1
proj-30,2025-03-12,Cloud Run,sku-CLO-390,asia-south1,9.8,0.0,vm-dev-1
proj-1,2025-03-13,Compute Engine,sku-COM-13,asia-south1,20.98,0.0,vm-prod-1
proj-2,2025-03-13,Cloud Storage,sku-CLO-26,europe-west1,5.01,0.0,vm-dev-1
proj-3,2025-03-13,BigQuery,sku-BIG-39,europe-west1,60.61,0.0,vm-batch-1
proj-4,2025-03-13,Dataflow,sku-DAT-52,us-central1,64.74,0.0,vm-analytics-1
proj-5,2025-03-13,Cloud Run,sku-CLO-65,europe-west1,10.47,0.0,vm-prod-1
proj-6,2025-03-13,Compute Engine,sku-COM-78,europe-west1,19.6,0.0,vm-dev-1
proj-7,2025-03-13,Cloud Storage,sku-CLO-91,us-central1,5.19,0.0,vm-batch-1
proj-8,2025-03-13,BigQuery,sku-BIG-104,europe-west1,60.89,0.0,vm-analytics-1
proj-9,2025-03-13,Dataflow,sku-DAT-117,us-central1,64.34,0.0,vm-prod-1
proj-10,2025-03-13,Cloud Run,sku-CLO-130,us-central1,9.18,0.0,vm-dev-1
proj-11,2025-03-13,Compute Engine,sku-COM-143,us-central1,20.56,0.0,vm-batch-1
proj-12,2025-03-13,Cloud Storage,sku-CLO-156,europe-west1,5.04,0.0,vm-analytics-1
proj-13,2025-03-13,BigQuery,sku-BIG-169,europe-west1,56.74,0.0,vm-prod-1
proj-14,2025-03-13,Dataflow,sku-DAT-182,asia-south1,63.22,0.0,vm-dev-1
proj-15,2025-03-13,Cloud Run,sku-CLO-195,asia-south1,11.03,0.0,vm-batch-1
proj-16,2025-03-13,Compute Engine,sku-COM-208,asia-south1,20.7,0.0,vm-analytics-1
proj-17,2025-03-13,Cloud Storage,sku-CLO-221,europe-west1,4.77,0.0,vm-prod-1
proj-18,2025-03-13,BigQuery,sku-BIG-234,us-central1,61.05,0.0,vm-dev-1
proj-19,2025-03-13,Dataflow,sku-DAT-247,asia-south1,65.9,0.0,vm-batch-1
proj-20,2025-03-13,Cloud Run,sku-CLO-260,europe-west1,10.9,0.0,vm-analytics-1
proj-21,2025-03-13,Compute Engine,sku-COM-273,us-central1,18.22,0.0,vm-prod-1
proj-22,2025-03-13,Cloud Storage,sku-CLO-286,europe-west1,4.97,0.0,vm-dev-1
proj-23,2025-03-13,BigQuery,sku-BIG-299,us-central1,62.46,0.0,vm-batch-1
proj-24,2025-03-13,Dataflow,sku-DAT-312,us-central1,62.94,0.0,vm-analytics-1
proj-25,2025-03-13,Cloud Run,sku-CLO-325,asia-south1,10.75,0.0,vm-prod-1
proj-26,2025-03-13,Compute Engine,sku-COM-338,asia-south1,20.69,0.0,vm-dev-1
proj-27,2025-03-13,Cloud Storage,sku-CLO-351,asia-south1,5.12,0.0,vm-batch-1
proj-28,2025-03-13,BigQuery,sku-BIG-364,us-central1,59.62,0.0,vm-analytics-1
proj-29,2025-03-13,Dataflow,sku-DAT-377,europe-west1,62.56,0.0,vm-prod-1
proj-30,2025-03-13,Cloud Run,sku-CLO-390,asia-south1,10.54,0.0,vm-dev-1
proj-1,2025-03-14,Compute Engine,sku-COM-13,europe-west1,19.53,0.0,vm-prod-1
proj-2,2025-03-14,Cloud Storage,sku-CLO-26,us-central1,5.11,0.0,vm-dev-1
proj-3,2025-03-14,BigQuery,sku-BIG-39,us-central1,60.27,0.0,vm-batch-1
proj-4,2025-03-14,Dataflow,sku-DAT-52,us-central1,65.38,0.0,vm-analytics-1
proj-5,2025-03-14,Cloud Run,sku-CLO-65,us-central1,10.6,0.0,vm-prod-1
proj-6,2025-03-14,Compute Engine,sku-COM-78,asia-south1,20.84,0.0,vm-dev-1
proj-7,2025-03-14,Cloud Storage,sku-CLO-91,europe-west1,5.2,0.0,vm-batch-1
proj-8,2025-03-14,BigQuery,sku-BIG-104,europe-west1,60.15,0.0,vm-analytics-1
proj-9,2025-03-14,Dataflow,sku-DAT-117,europe-west1,62.87,0.0,vm-prod-1
proj-10,2025-03-14,Cloud Run,sku-CLO-130,europe-west1,9.7,0.0,vm-dev-1
proj-11,2025-03-14,Compute Engine,sku-COM-143,asia-south1,20.13,0.0,vm-batch-1
proj-12,2025-03-14,Cloud Storage,sku-CLO-156,europe-west1,5.02,0.0,vm-analytics-1
proj-13,2025-03-14,BigQuery,sku-BIG-169,asia-south1,59.19,0.0,vm-prod-1
proj-14,2025-03-14,Dataflow,sku-DAT-182,us-central1,64.08,0.0,vm-dev-1
proj-15,2025-03-14,Cloud Run,sku-CLO-195,europe-west1,11.1,0.0,vm-batch-1
proj-16,2025-03-14,Compute Engine,sku-COM-208,us-central1,19.38,0.0,vm-analytics-1
proj-17,2025-03-14,Cloud Storage,sku-CLO-221,europe-west1,5.11,0.0,vm-prod-1
proj-18,2025-03-14,BigQuery,sku-BIG-234,europe-west1,59.48,0.0,vm-dev-1
proj-19,2025-03-14,Dataflow,sku-DAT-247,asia-south1,61.29,0.0,vm-batch-1
proj-20,2025-03-14,Cloud Run,sku-CLO-260,asia-south1,9.59,0.0,vm-analytics-1
proj-21,2025-03-14,Compute Engine,sku-COM-273,europe-west1,20.11,0.0,vm-prod-1
proj-22,2025-03-14,Cloud Storage,sku-CLO-286,us-central1,5.12,0.0,vm-dev-1
proj-23,2025-03-14,BigQuery,sku-BIG-299,asia-south1,58.49,0.0,vm-batch-1
proj-24,2025-03-14,Dataflow,sku-DAT-312,europe-west1,64.2,0.0,vm-analytics-1
proj-25,2025-03-14,Cloud Run,sku-CLO-325,europe-west1,10.29,0.0,vm-prod-1
proj-26,2025-03-14,Compute Engine,sku-COM-338,asia-south1,20.75,0.0,vm-dev-1
proj-27,2025-03-14,Cloud Storage,sku-CLO-351,asia-south1,4.77,0.0,vm-batch-1
proj-28,2025-03-14,BigQuery,sku-BIG-364,asia-south1,57.78,0.0,vm-analytics-1
proj-29,2025-03-14,Dataflow,sku-DAT-377,europe-west1,65.09,0.0,vm-prod-1
proj-30,2025-03-14,Cloud Run,sku-CLO-390,us-central1,10.63,0.0,vm-dev-1
proj-1,2025-03-15,Compute Engine,sku-COM-13,us-central1,15.94,0.0,vm-prod-1
proj-2,2025-03-15,Cloud Storage,sku-CLO-26,asia-south1,4.17,0.0,vm-dev-1
proj-3,2025-03-15,BigQuery,sku-BIG-39,europe-west1,51.3,0.0,vm-batch-1
proj-4,2025-03-15,Dataflow,sku-DAT-52,europe-west1,55.8,0.0,vm-analytics-1
proj-5,2025-03-15,Cloud Run,sku-CLO-65,asia-south1,9.61,0.0,vm-prod-1
proj-6,2025-03-15,Compute Engine,sku-COM-78,europe-west1,15.57,0.0,vm-dev-1
proj-7,2025-03-15,Cloud Storage,sku-CLO-91,asia-south1,4.5,0.0,vm-batch-1
proj-8,2025-03-15,BigQuery,sku-BIG-104,europe-west1,53.67,0.0,vm-analytics-1
proj-9,2025-03-15,Dataflow,sku-DAT-117,asia-south1,53.12,0.0,vm-prod-1
proj-10,2025-03-15,Cloud Run,sku-CLO-130,asia-south1,9.92,0.0,vm-dev-1
proj-11,2025-03-15,Compute Engine,sku-COM-143,europe-west1,18.2,0.0,vm-batch-1
proj-12,2025-03-15,Cloud Storage,sku-CLO-156,asia-south1,4.32,4.92,vm-analytics-1
proj-13,2025-03-15,BigQuery,sku-BIG-169,us-central1,48.79,0.0,vm-prod-1
proj-14,2025-03-15,Dataflow,sku-DAT-182,europe-west1,53.85,0.0,vm-dev-1
proj-15,2025-03-15,Cloud Run,sku-CLO-195,asia-south1,9.4,0.0,vm-batch-1
proj-16,2025-03-15,Compute Engine,sku-COM-208,europe-west1,17.17,0.0,vm-analytics-1
proj-17,2025-03-15,Cloud Storage,sku-CLO-221,asia-south1,4.2,0.0,vm-prod-1
proj-18,2025-03-15,BigQuery,sku-BIG-234,europe-west1,50.19,0.0,vm-dev-1
proj-19,2025-03-15,Dataflow,sku-DAT-247,asia-south1,55.35,0.0,vm-batch-1
proj-20,2025-03-15,Cloud Run,sku-CLO-260,us-central1,8.4,0.0,vm-analytics-1
proj-21,2025-03-15,Compute Engine,sku-COM-273,us-central1,18.18,0.0,vm-prod-1
proj-22,2025-03-15,Cloud Storage,sku-CLO-286,europe-west1,4.44,0.0,vm-dev-1
proj-23,2025-03-15,BigQuery,sku-BIG-299,us-central1,52.9,0.0,vm-batch-1
proj-24,2025-03-15,Dataflow,sku-DAT-312,europe-west1,57.02,0.0,vm-analytics-1
proj-25,2025-03-15,Cloud Run,sku-CLO-325,asia-south1,8.64,0.0,vm-prod-1
proj-26,2025-03-15,Compute Engine,sku-COM-338,us-central1,15.87,0.0,vm-dev-1
proj-27,2025-03-15,Cloud Storage,sku-CLO-351,us-central1,4.27,0.0,vm-batch-1
proj-28,2025-03-15,BigQuery,sku-BIG-364,us-central1,52.1,0.0,vm-analytics-1
proj-29,2025-03-15,Dataflow,sku-DAT-377,us-central1,53.9,0.0,vm-prod-1
proj-30,2025-03-15,Cloud Run,sku-CLO-390,asia-south1,9.61,0.0,vm-dev-1
proj-1,2025-03-16,Compute Engine,sku-COM-13,us-central1,17.22,0.0,vm-prod-1
proj-2,2025-03-16,Cloud Storage,sku-CLO-26,us-central1,4.11,0.0,vm-dev-1
proj-3,2025-03-16,BigQuery,sku-BIG-39,europe-west1,53.06,0.0,vm-batch-1
proj-4,2025-03-16,Dataflow,sku-DAT-52,us-central1,55.41,0.0,vm-analytics-1
proj-5,2025-03-16,Cloud Run,sku-CLO-65,europe-west1,9.78,0.0,vm-prod-1
proj-6,2025-03-16,Compute Engine,sku-COM-78,asia-south1,18.44,0.0,vm-dev-1
proj-7,2025-03-16,Cloud Storage,sku-CLO-91,europe-west1,4.35,0.0,vm-batch-1
proj-8,2025-03-16,BigQuery,sku-BIG-104,us-central1,53.53,0.0,vm-analytics-1
proj-9,2025-03-16,Dataflow,sku-DAT-117,asia-south1,56.21,0.0,vm-prod-1
proj-10,2025-03-16,Cloud Run,sku-CLO-130,asia-south1,7.56,0.0,vm-dev-1
proj-11,2025-03-16,Compute Engine,sku-COM-143,europe-west1,17.32,0.0,vm-batch-1
proj-12,2025-03-16,Cloud Storage,sku-CLO-156,asia-south1,4.46,0.0,vm-analytics-1
proj-13,2025-03-16,BigQuery,sku-BIG-169,asia-south1,53.89,0.0,vm-prod-1
proj-14,2025-03-16,Dataflow,sku-DAT-182,asia-south1,57.45,0.0,vm-dev-1
proj-15,2025-03-16,Cloud Run,sku-CLO-195,us-central1,8.85,0.0,vm-batch-1
proj-16,2025-03-16,Compute Engine,sku-COM-208,asia-south1,15.65,0.0,vm-analytics-1
proj-17,2025-03-16,Cloud Storage,sku-CLO-221,us-central1,4.18,0.0,vm-prod-1
proj-18,2025-03-16,BigQuery,sku-BIG-234,asia-south1,54.71,0.0,vm-dev-1
proj-19,2025-03-16,Dataflow,sku-DAT-247,europe-west1,55.13,0.0,vm-batch-1
proj-20,2025-03-16,Cloud Run,sku-CLO-260,asia-south1,9.24,0.0,vm-analytics-1
proj-21,2025-03-16,Compute Engine,sku-COM-273,europe-west1,16.38,0.0,vm-prod-1
proj-22,2025-03-16,Cloud Storage,sku-CLO-286,asia-south1,4.47,0.0,vm-dev-1
proj-23,2025-03-16,BigQuery,sku-BIG-299,us-central1,52.58,0.0,vm-batch-1
proj-24,2025-03-16,Dataflow,sku-DAT-312,asia-south1,56.93,0.0,vm-analytics-1
proj-25,2025-03-16,Cloud Run,sku-CLO-325,europe-west1,9.66,0.0,vm-prod-1
proj-26,2025-03-16,Compute Engine,sku-COM-338,us-central1,17.59,0.0,vm-dev-1
proj-27,2025-03-16,Cloud Storage,sku-CLO-351,us-central1,4.07,0.0,vm-batch-1
proj-28,2025-03-16,BigQuery,sku-BIG-364,asia-south1,51.0,0.0,vm-analytics-1
proj-29,2025-03-16,Dataflow,sku-DAT-377,asia-south1,54.43,0.0,vm-prod-1
proj-30,2025-03-16,Cloud Run,sku-CLO-390,europe-west1,8.78,0.0,vm-dev-1
proj-1,2025-03-17,Compute Engine,sku-COM-13,europe-west1,19.99,0.0,vm-prod-1
proj-2,2025-03-17,Cloud Storage,sku-CLO-26,europe-west1,5.17,0.0,vm-dev-1
proj-3,2025-03-17,BigQuery,sku-BIG-39,europe-west1,59.26,0.0,vm-batch-1
proj-4,2025-03-17,Dataflow,sku-DAT-52,europe-west1,62.34,0.0,vm-analytics-1
proj-5,2025-03-17,Cloud Run,sku-CLO-65,us-central1,9.97,0.0,vm-prod-1
proj-6,2025-03-17,Compute Engine,sku-COM-78,asia-south1,20.71,0.0,vm-dev-1
proj-7,2025-03-17,Cloud Storage,sku-CLO-91,europe-west1,5.15,0.0,vm-batch-1
proj-8,2025-03-17,BigQuery,sku-BIG-104,europe-west1,57.79,0.0,vm-analytics-1
proj-9,2025-03-17,Dataflow,sku-DAT-117,europe-west1,63.13,0.0,vm-prod-1
proj-10,2025-03-17,Cloud Run,sku-CLO-130,asia-south1,10.96,0.0,vm-dev-1
proj-11,2025-03-17,Compute Engine,sku-COM-143,europe-west1,20.18,0.0,vm-batch-1
proj-12,2025-03-17,Cloud Storage,sku-CLO-156,asia-south1,5.03,0.0,vm-analytics-1
proj-13,2025-03-17,BigQuery,sku-BIG-169,us-central1,60.71,0.0,vm-prod-1
proj-14,2025-03-17,Dataflow,sku-DAT-182,asia-south1,409.64,0.0,vm-dev-1
proj-15,2025-03-17,Cloud Run,sku-CLO-195,asia-south1,9.72,0.0,vm-batch-1
proj-16,2025-03-17,Compute Engine,sku-COM-208,us-central1,18.15,0.0,vm-analytics-1
proj-17,2025-03-17,Cloud Storage,sku-CLO-221,us-central1,5.26,0.0,vm-prod-1
proj-18,2025-03-17,BigQuery,sku-BIG-234,us-central1,62.42,0.0,vm-dev-1
proj-19,2025-03-17,Dataflow,sku-DAT-247,europe-west1,60.88,0.0,vm-batch-1
proj-20,2025-03-17,Cloud Run,sku-CLO-260,asia-south1,9.49,0.0,vm-analytics-1
proj-21,2025-03-17,Compute Engine,sku-COM-273,asia-south1,18.58,0.0,vm-prod-1
proj-22,2025-03-17,Cloud Storage,sku-CLO-286,europe-west1,4.72,0.0,vm-dev-1
proj-23,2025-03-17,BigQuery,sku-BIG-299,us-central1,59.43,0.0,vm-batch-1
proj-24,2025-03-17,Dataflow,sku-DAT-312,asia-south1,64.44,0.0,vm-analytics-1
proj-25,2025-03-17,Cloud Run,sku-CLO-325,europe-west1,10.16,0.0,vm-prod-1
